Course ID,Course Name,,,,,,,Ratings,Users Reviewed,Hours,Lectures,Tags
83,The Complete Express And NodeJS Developer Course,,,,,,,4.7,-31,4 total hours,78 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
84,Node.js - From Zero to Web App,,,,,,,4.1,-30,2.5 total hours,49 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
85,Mongoose: MongoDB Object-Document Mapper for NodeJS Apps,,,,,,,4,-29,3 total hours,30 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
86,Elite NodeJS Course - Become Certified NodeJS Developer,,,,,,,3.2,-29,5 total hours,70lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
87,Sequelize ORM with NodeJS,,,,,,,3.2,-29,1.5 total hours,9 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
88,Build RESTful Web Applications with Node.JS and Express,,,,,,,4.2,-28,3 total hours,24 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
89,Start Building Web Apps And Services With Node.js + Express,,,,,,,3.8,-24,1 total hour,16 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
90,Learn to Build a Shopping Cart using NodeJS,,,,,,,4.2,-23,2 total hours,11 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
91,Complete Node.js course: Beginner to Advanced,,,,,,,2,-22,1 total hour,5 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
92,Learn How To Deploy Node.Js App on Google Compute Engine,,,,,,,3.1,-22,44 total mins,13 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
93,#1 Complete NodeJs Express Single-Page App [The FUTURE],,,,,,,4.6,-21,3 total hours,30 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
94,Hosting Node.JS apps using Amazon Lightsail - Complete Guide,,,,,,,4.5,-21,2 total hours,37 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
95,Fullstack Node.js and Express Bootcamp with Real Projects,,,,,,,4.3,-20,21 total hours,144 lectures,"{webdev,nodejs,MERNStack,ContinuousIntegration,NestJS,Angular,Jenkins,Typescript,KoaFramework,GitLab,React,MEAN Stack,hapi.js,AngularJS,JavaScript,GraphQL,MongoDB,RESTful API,AdonisJs,WebStorm}"
96,Complete Python Bootcamp: Go from zero to hero in Python 3,,,,,,,4.5,"-255,181",24 total hours,185 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
97,Machine Learning A-Z™: Hands-On Python & R In Data Science,,,,,,,4.5,"-113,194",41 total hours,295 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
98,Python for Data Science and Machine Learning Bootcamp,,,,,,,4.6,"-69,281",25 total hours,164 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
99,Automate the Boring Stuff with Python Programming,,,,,,,4.6,"-48,291",9.5 total hours,51 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
100,Learn Python Programming Masterclass,,,,,,,4.5,"-38,893",50 total hours,319 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
101,The Python Mega Course: Build 10 Real World Applications,,,,,,,4.5,"-34,754",24 total hours,264 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
102,Python and Django Full Stack Web Developer Bootcamp,,,,,,,4.5,"-27,005",32 total hours,198 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
103,The Python Bible™ | Everything You Need to Program in Python,,,,,,,4.6,"-24,254",9 total hours,74 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
104,The Modern Python 3 Bootcamp,,,,,,,4.6,"-16,182",30.5 total hours,374 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
105,Python for Absolute Beginners,,,,,,,4.3,"-14,808",3 total hours,67 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
106,The Complete Python 3 Course: Beginner to Advanced!,,,,,,,4.2,"-13,752",18 total hours,147 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
107,Learning Python for Data Analysis and Visualization,,,,,,,4.3,"-13,255",21 total hours,110 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
108,Python A-Z™: Python For Data Science With Real Exercises!,,,,,,,4.6,"-12,652",11 total hours,73 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
109,Python for Finance: Investment Fundamentals & Data Analytics,,,,,,,4.5,"-12,178",8.5 total hours,111 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
110,Python for Financial Analysis and Algorithmic Trading,,,,,,,4.5,"-10,472",17 total hours,120 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
111,Spark and Python for Big Data with PySpark,,,,,,,4.5,"-9,982",10.5 total hours,66 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
112,Programming with Python : HandsOn Introduction for Beginners,,,,,,,4.4,"-9,199",3.5 total hours,35 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
113,Complete Python Developer in 2020: Zero to Mastery,,,,,,,4.6,"-8,971",30.5 total hours,322 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
114,REST APIs with Flask and Python,,,,,,,4.6,"-8,872",17.5 total hours,170 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
115,Data Analysis with Pandas and Python,,,,,,,4.6,"-8,488",19.5 total hours,176 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
116,Python for Beginners with Examples,,,,,,,4.3,"-8,459",4.5 total hours,83 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
117,Taming Big Data with Apache Spark and Python - Hands On!,,,,,,,4.5,"-7,822",5.5 total hours,51 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
118,Learn Python & Ethical Hacking From Scratch,,,,,,,4.6,"-7,711",23.5 total hours,176 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
119,Data Science: Natural Language Processing (NLP) in Python,,,,,,,4.5,"-7,719",9.5 total hours,76 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
120,"Python for Data Structures, Algorithms, and Interviews!",,,,,,,4.4,"-6,837",17 total hours,228 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
121,30 Days of Python | Unlock your Python Potential,,,,,,,4.4,"-6,734",9.5 total hours,45 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
122,The Complete Python Course | Learn Python by Doing,,,,,,,4.6,"-6,617",35.5 total hours,342 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
123,Artificial Intelligence: Reinforcement Learning in Python,,,,,,,4.5,"-6,575",11 total hours,102 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
124,Python for Beginners: Learn Python Programming (Python 3),,,,,,,4.4,"-6,067",3 total hours,78 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
125,Data Science: Deep Learning in Python,,,,,,,4.6,"-6,056",10.5 total hours,86 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
126,Learn to Code in Python 3: Programming beginner to advanced,,,,,,,4.5,"-5,209",5 total hours,41 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
127,Natural Language Processing with Deep Learning in Python,,,,,,,4.6,"-4,890",13 total hours,102 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
128,The Complete Python 3 Course: Go from Beginner to Advanced!,,,,,,,4.1,"-4,749",8 total hours,73 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
129,The Complete Python Masterclass: Learn Python From Scratch,,,,,,,4.4,"-4,562",29 total hours,312 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
130,The Complete Python & PostgreSQL Developer Course,,,,,,,4.5,"-4,012",22 total hours,185 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
131,Deep Learning Prerequisites: Linear Regression in Python,,,,,,,4.6,"-4,005",6 total hours,51 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
132,Complete Python Web Course: Build 8 Python Web Apps,,,,,,,4.4,"-3,701",15.5 total hours,161 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
133,Teach Your Kids to Code: Learn Python Programming at Any Age,,,,,,,4.5,"-3,489",7.5 total hours,112 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
134,Interactive Python Dashboards with Plotly and Dash,,,,,,,4.6,"-3,487",9.5 total hours,69 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
135,"Learn Python, it's CAKE (Beginners)",,,,,,,4.1,"-3,406",7 total hours,42 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
136,Python 3: Deep Dive (Part 1 - Functional),,,,,,,4.7,"-3,240",44.5 total hours,158 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
137,Cluster Analysis and Unsupervised Machine Learning in Python,,,,,,,4.5,"-3,215",5 total hours,41 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
138,Bayesian Machine Learning in Python: A/B Testing,,,,,,,4.6,"-3,183",6 total hours,57 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
139,Python - The Practical Guide,,,,,,,4.6,"-3,100",17.5 total hours,230 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
140,Advanced AI: Deep Reinforcement Learning in Python,,,,,,,4.6,"-2,903",9 total hours,73 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
141,Deep Learning: Convolutional Neural Networks in Python,,,,,,,4.6,"-2,586",7.5 total hours,53 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
142,Python eCommerce | Build a Django eCommerce Web Application,,,,,,,4.3,"-2,463",33 total hours,223 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
143,Deep Learning: Recurrent Neural Networks in Python,,,,,,,4.5,"-2,387",7.5 total hours,53 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
144,Deep Learning with Python and Keras,,,,,,,4.4,"-2,384",10 total hours,148 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
145,Learn Python: Python for Beginners,,,,,,,4.1,"-2,376",1.5 total hours,27 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
146,"Python Programming Bible | Networking, GUI, Email, XML, CGI",,,,,,,4,"-2,306",6 total hours,97 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
147,Python Beyond the Basics - Object-Oriented Programming,,,,,,,4.4,"-2,282",5 total hours,55 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
148,Automated Software Testing with Python,,,,,,,4.6,"-2,266",13.5 total hours,141 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
149,Unsupervised Machine Learning Hidden Markov Models in Python,,,,,,,4.6,"-2,218",9 total hours,62 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
150,Complete Python 3 Masterclass Journey,,,,,,,4.6,"-2,104",10.5 total hours,108 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
151,Build a Backend REST API with Python & Django - Beginner,,,,,,,4.5,"-2,086",5 total hours,76 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
152,Python Programming for Beginners - Learn in 100 Easy Steps,,,,,,,4.4,"-2,018",11 total hours,139 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
153,The Complete Machine Learning Course with Python,,,,,,,4.2,"-1,982",17.5 total hours,111 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
154,Build a Backend REST API with Python & Django - Advanced,,,,,,,4.5,"-1,858",8 total hours,77 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
155,The Ultimate Python Programming Tutorial,,,,,,,4.2,"-1,832",6 total hours,94 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
156,Python Network Programming for Network Engineers (Python 3),,,,,,,4.5,"-1,772",11 total hours,164 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
157,Learn Python - Python Programming For Beginners From Scratch,,,,,,,4.1,"-1,764",1 total hour,22 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
158,"Python for Network Engineers: Netmiko, NAPALM, pyntc, Telnet",,,,,,,4.5,"-1,712",12 total hours,170 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
159,100 Python Exercises: Evaluate and Improve Your Skills,,,,,,,4.3,"-1,568",3 total hours,207 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
160,Data Science: Supervised Machine Learning in Python,,,,,,,4.6,"-1,542",6 total hours,52 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
161,Become a Professional Python Programmer,,,,,,,4.3,"-1,531",39.5 total hours,340 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
162,Learn Python: The Complete Python Programming Course,,,,,,,4.4,"-1,502",14.5 total hours,146 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
163,Python Bootcamp 2020 Build 15 working Applications and Games,,,,,,,4.3,"-1,496",32 total hours,378 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
164,Python Programming MADE EASY : A Concise Python Course,,,,,,,4.9,"-1,391",2 total hours,20 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
165,Learn to Code with Python 3!,,,,,,,4,"-1,311",17.5 total hours,78 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
166,Unsupervised Deep Learning in Python,,,,,,,4.7,"-1,288",10.5 total hours,85 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
167,Python 3 Complete Masterclass - Make Your Job Tasks Easier!,,,,,,,4.5,"-1,269",20.5 total hours,310 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
168,The Complete Python Programmer Bootcamp 2020,,,,,,,4.6,"-1,258",11 total hours,150 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
169,Data Processing with Python,,,,,,,4.2,"-1,248",4 total hours,50 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
170,Complete Data Science Training with Python for Data Analysis,,,,,,,4.3,"-1,242",13 total hours,123 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
171,Complete Python programming from Basics to Advance level,,,,,,,4,"-1,228",5 total hours,54 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
172,Python 3 For Beginners in 2020!,,,,,,,4.4,"-1,201",6 total hours,80 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
173,Python for Beginners : Concise and Practical,,,,,,,3.8,"-1,191",5.5 total hours,30 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
174,Python 3 For Offensive PenTest: A Complete Practical Course,,,,,,,4.4,"-1,179",5 total hours,58 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
175,Django & Python: complete BUNDLE + Django real project 2020,,,,,,,4.4,"-1,153",56 total hours,359 lectures,"{Machine Learning,Data Science,Java,JavaScript,SQL,Web Development,CSS,Android Development,Ethical Hacking,HTML,WordPress,PHP,Data Analysis,C++,React,HTML5,
Data Visualization,Linux}"
